地级市,年份,累计日照时数(小时)
巴音郭楞蒙古自治州,1960,446.94
巴音郭楞蒙古自治州,1961,454.43
巴音郭楞蒙古自治州,1962,436.86
巴音郭楞蒙古自治州,1963,457.71
巴音郭楞蒙古自治州,1964,446.89
巴音郭楞蒙古自治州,1965,484.86
巴音郭楞蒙古自治州,1966,449.21
巴音郭楞蒙古自治州,1967,456.34
巴音郭楞蒙古自治州,1968,504.42
巴音郭楞蒙古自治州,1969,453.72
巴音郭楞蒙古自治州,1970,451.14
巴音郭楞蒙古自治州,1971,430.06
巴音郭楞蒙古自治州,1972,419.16
巴音郭楞蒙古自治州,1973,460.53
巴音郭楞蒙古自治州,1974,432.39
巴音郭楞蒙古自治州,1975,470.16
巴音郭楞蒙古自治州,1976,462.1
巴音郭楞蒙古自治州,1977,459.17
巴音郭楞蒙古自治州,1978,452.45
巴音郭楞蒙古自治州,1979,451.91
巴音郭楞蒙古自治州,1980,449.18
巴音郭楞蒙古自治州,1981,433.08
巴音郭楞蒙古自治州,1982,461.27
巴音郭楞蒙古自治州,1983,463.38
巴音郭楞蒙古自治州,1984,479.16
巴音郭楞蒙古自治州,1985,447.77
巴音郭楞蒙古自治州,1986,429.0
巴音郭楞蒙古自治州,1987,463.05
巴音郭楞蒙古自治州,1988,452.83
巴音郭楞蒙古自治州,1989,422.05
巴音郭楞蒙古自治州,1990,434.51
巴音郭楞蒙古自治州,1991,402.69
巴音郭楞蒙古自治州,1992,447.18
巴音郭楞蒙古自治州,1993,395.65
巴音郭楞蒙古自治州,1994,422.03
巴音郭楞蒙古自治州,1995,423.9
巴音郭楞蒙古自治州,1996,420.59
巴音郭楞蒙古自治州,1997,453.69
巴音郭楞蒙古自治州,1998,400.26
巴音郭楞蒙古自治州,1999,377.45
巴音郭楞蒙古自治州,2000,395.33
巴音郭楞蒙古自治州,2001,406.53
巴音郭楞蒙古自治州,2002,384.13
巴音郭楞蒙古自治州,2003,429.4
巴音郭楞蒙古自治州,2004,425.61
巴音郭楞蒙古自治州,2005,402.64
巴音郭楞蒙古自治州,2006,432.34
巴音郭楞蒙古自治州,2007,429.31
巴音郭楞蒙古自治州,2008,428.98
巴音郭楞蒙古自治州,2009,447.41
巴音郭楞蒙古自治州,2010,412.31
巴音郭楞蒙古自治州,2011,458.21
巴音郭楞蒙古自治州,2012,445.27
巴音郭楞蒙古自治州,2013,449.71
巴音郭楞蒙古自治州,2014,434.18
巴音郭楞蒙古自治州,2015,467.08
巴音郭楞蒙古自治州,2016,371.9
巴音郭楞蒙古自治州,2017,413.61
巴音郭楞蒙古自治州,2018,456.63
巴音郭楞蒙古自治州,2019,385.01
巴音郭楞蒙古自治州,2020,399.99
昆玉市,1960,321.06
昆玉市,1961,349.54
昆玉市,1962,317.81
昆玉市,1963,343.27
昆玉市,1964,409.07
昆玉市,1965,393.05
昆玉市,1966,384.07
昆玉市,1967,386.03
昆玉市,1968,419.6
昆玉市,1969,394.99
昆玉市,1970,431.33
昆玉市,1971,324.43
昆玉市,1972,310.18
昆玉市,1973,337.77
昆玉市,1974,314.45
昆玉市,1975,403.59
昆玉市,1976,367.03
昆玉市,1977,374.03
昆玉市,1978,347.55
昆玉市,1979,393.03
昆玉市,1980,333.44
昆玉市,1981,311.05
昆玉市,1982,386.31
昆玉市,1983,417.59
昆玉市,1984,451.62
昆玉市,1985,342.49
昆玉市,1986,333.43
昆玉市,1987,363.19
昆玉市,1988,358.03
昆玉市,1989,341.93
昆玉市,1990,400.23
昆玉市,1991,353.36
昆玉市,1992,404.92
昆玉市,1993,348.8
昆玉市,1994,414.19
昆玉市,1995,415.77
昆玉市,1996,403.86
昆玉市,1997,451.19
昆玉市,1998,392.87
昆玉市,1999,349.81
昆玉市,2000,338.45
昆玉市,2001,379.38
昆玉市,2002,343.98
昆玉市,2003,384.51
昆玉市,2004,392.13
昆玉市,2005,373.41
昆玉市,2006,375.24
昆玉市,2007,386.45
昆玉市,2008,387.8
昆玉市,2009,462.3
昆玉市,2010,368.19
昆玉市,2011,392.1
昆玉市,2012,341.42
昆玉市,2013,394.66
昆玉市,2014,383.81
昆玉市,2015,356.32
昆玉市,2016,336.66
昆玉市,2017,345.08
昆玉市,2018,398.23
昆玉市,2019,323.79
昆玉市,2020,331.82
昌吉回族自治州,1960,457.56
昌吉回族自治州,1961,432.36
昌吉回族自治州,1962,478.83
昌吉回族自治州,1963,475.07
昌吉回族自治州,1964,499.57
昌吉回族自治州,1965,495.34
昌吉回族自治州,1966,485.26
昌吉回族自治州,1967,490.5
昌吉回族自治州,1968,523.76
昌吉回族自治州,1969,470.18
昌吉回族自治州,1970,457.99
昌吉回族自治州,1971,455.17
昌吉回族自治州,1972,465.46
昌吉回族自治州,1973,507.23
昌吉回族自治州,1974,476.09
昌吉回族自治州,1975,488.12
昌吉回族自治州,1976,492.74
昌吉回族自治州,1977,489.08
昌吉回族自治州,1978,479.55
昌吉回族自治州,1979,460.6
昌吉回族自治州,1980,474.43
昌吉回族自治州,1981,454.07
昌吉回族自治州,1982,481.99
昌吉回族自治州,1983,487.92
昌吉回族自治州,1984,488.66
昌吉回族自治州,1985,463.2
昌吉回族自治州,1986,468.57
昌吉回族自治州,1987,500.14
昌吉回族自治州,1988,483.71
昌吉回族自治州,1989,440.11
昌吉回族自治州,1990,460.81
昌吉回族自治州,1991,442.05
昌吉回族自治州,1992,478.58
昌吉回族自治州,1993,425.24
昌吉回族自治州,1994,476.3
昌吉回族自治州,1995,449.85
昌吉回族自治州,1996,436.14
昌吉回族自治州,1997,477.49
昌吉回族自治州,1998,433.39
昌吉回族自治州,1999,397.33
昌吉回族自治州,2000,423.41
昌吉回族自治州,2001,440.59
昌吉回族自治州,2002,442.82
昌吉回族自治州,2003,449.58
昌吉回族自治州,2004,459.36
昌吉回族自治州,2005,422.17
昌吉回族自治州,2006,479.17
昌吉回族自治州,2007,426.5
昌吉回族自治州,2008,455.73
昌吉回族自治州,2009,461.45
昌吉回族自治州,2010,416.64
昌吉回族自治州,2011,489.04
昌吉回族自治州,2012,479.65
昌吉回族自治州,2013,469.03
昌吉回族自治州,2014,453.74
昌吉回族自治州,2015,500.39
昌吉回族自治州,2016,403.87
昌吉回族自治州,2017,466.8
昌吉回族自治州,2018,448.84
昌吉回族自治州,2019,413.0
昌吉回族自治州,2020,409.58
石河子市,1960,443.91
石河子市,1961,425.37
石河子市,1962,475.5
石河子市,1963,464.53
石河子市,1964,499.19
石河子市,1965,509.2
石河子市,1966,500.13
石河子市,1967,496.0
石河子市,1968,548.86
石河子市,1969,492.56
石河子市,1970,454.16
石河子市,1971,454.37
石河子市,1972,483.99
石河子市,1973,534.82
石河子市,1974,489.69
石河子市,1975,497.42
石河子市,1976,516.98
石河子市,1977,523.34
石河子市,1978,492.06
石河子市,1979,499.56
石河子市,1980,474.19
石河子市,1981,469.98
石河子市,1982,489.25
石河子市,1983,525.98
石河子市,1984,513.25
石河子市,1985,477.26
石河子市,1986,453.81
石河子市,1987,516.19
石河子市,1988,500.09
石河子市,1989,454.95
石河子市,1990,483.93
石河子市,1991,464.23
石河子市,1992,507.29
石河子市,1993,445.27
石河子市,1994,508.84
石河子市,1995,491.99
石河子市,1996,462.24
石河子市,1997,489.11
石河子市,1998,451.78
石河子市,1999,463.25
石河子市,2000,441.92
石河子市,2001,495.36
石河子市,2002,471.57
石河子市,2003,499.32
石河子市,2004,505.04
石河子市,2005,530.16
石河子市,2006,509.48
石河子市,2007,467.16
石河子市,2008,511.43
石河子市,2009,504.12
石河子市,2010,485.24
石河子市,2011,530.79
石河子市,2012,539.2
石河子市,2013,501.26
石河子市,2014,511.31
石河子市,2015,544.16
石河子市,2016,440.32
石河子市,2017,510.23
石河子市,2018,460.07
石河子市,2019,428.8
石河子市,2020,411.99
胡杨河市,1960,463.77
胡杨河市,1961,419.53
胡杨河市,1962,509.85
胡杨河市,1963,491.79
胡杨河市,1964,487.1
胡杨河市,1965,525.22
胡杨河市,1966,508.08
胡杨河市,1967,477.86
胡杨河市,1968,544.12
胡杨河市,1969,478.68
胡杨河市,1970,452.46
胡杨河市,1971,468.97
胡杨河市,1972,470.21
胡杨河市,1973,514.84
胡杨河市,1974,499.34
胡杨河市,1975,478.97
胡杨河市,1976,515.99
胡杨河市,1977,499.14
胡杨河市,1978,508.85
胡杨河市,1979,495.7
胡杨河市,1980,490.85
胡杨河市,1981,474.25
胡杨河市,1982,462.81
胡杨河市,1983,499.59
胡杨河市,1984,486.44
胡杨河市,1985,452.0
胡杨河市,1986,442.44
胡杨河市,1987,504.15
胡杨河市,1988,478.4
胡杨河市,1989,446.39
胡杨河市,1990,449.22
胡杨河市,1991,455.15
胡杨河市,1992,478.72
胡杨河市,1993,426.47
胡杨河市,1994,488.62
胡杨河市,1995,470.24
胡杨河市,1996,452.11
胡杨河市,1997,478.01
胡杨河市,1998,444.23
胡杨河市,1999,433.42
胡杨河市,2000,443.01
胡杨河市,2001,465.0
胡杨河市,2002,448.95
胡杨河市,2003,467.36
胡杨河市,2004,473.42
胡杨河市,2005,455.36
胡杨河市,2006,493.5
胡杨河市,2007,421.76
胡杨河市,2008,462.74
胡杨河市,2009,468.44
胡杨河市,2010,452.28
胡杨河市,2011,499.9
胡杨河市,2012,480.56
胡杨河市,2013,445.93
胡杨河市,2014,486.37
胡杨河市,2015,506.64
胡杨河市,2016,417.9
胡杨河市,2017,476.48
胡杨河市,2018,463.03
胡杨河市,2019,453.71
胡杨河市,2020,415.77
铁门关市,1960,443.26
铁门关市,1961,463.79
铁门关市,1962,435.32
铁门关市,1963,460.76
铁门关市,1964,437.89
铁门关市,1965,491.58
铁门关市,1966,443.63
铁门关市,1967,461.95
铁门关市,1968,515.37
铁门关市,1969,444.98
铁门关市,1970,457.57
铁门关市,1971,428.4
铁门关市,1972,429.35
铁门关市,1973,454.9
铁门关市,1974,432.27
铁门关市,1975,455.67
铁门关市,1976,466.34
铁门关市,1977,461.33
铁门关市,1978,441.72
铁门关市,1979,450.61
铁门关市,1980,445.31
铁门关市,1981,437.82
铁门关市,1982,461.52
铁门关市,1983,463.97
铁门关市,1984,471.24
铁门关市,1985,439.82
铁门关市,1986,427.87
铁门关市,1987,461.92
铁门关市,1988,456.53
铁门关市,1989,424.85
铁门关市,1990,434.63
铁门关市,1991,409.1
铁门关市,1992,445.2
铁门关市,1993,398.76
铁门关市,1994,396.87
铁门关市,1995,415.02
铁门关市,1996,432.26
铁门关市,1997,450.91
铁门关市,1998,390.03
铁门关市,1999,365.03
铁门关市,2000,389.77
铁门关市,2001,400.57
铁门关市,2002,392.14
铁门关市,2003,426.58
铁门关市,2004,435.77
铁门关市,2005,414.27
铁门关市,2006,442.74
铁门关市,2007,442.67
铁门关市,2008,435.03
铁门关市,2009,443.03
铁门关市,2010,415.64
铁门关市,2011,475.06
铁门关市,2012,473.06
铁门关市,2013,458.91
铁门关市,2014,446.61
铁门关市,2015,471.27
铁门关市,2016,386.32
铁门关市,2017,420.84
铁门关市,2018,498.57
铁门关市,2019,375.52
铁门关市,2020,409.13
阿克苏地区,1960,435.38
阿克苏地区,1961,439.01
阿克苏地区,1962,399.55
阿克苏地区,1963,442.15
阿克苏地区,1964,405.19
阿克苏地区,1965,468.94
阿克苏地区,1966,441.84
阿克苏地区,1967,464.14
阿克苏地区,1968,470.08
阿克苏地区,1969,452.7
阿克苏地区,1970,448.96
阿克苏地区,1971,441.62
阿克苏地区,1972,421.52
阿克苏地区,1973,447.73
阿克苏地区,1974,417.68
阿克苏地区,1975,471.3
阿克苏地区,1976,461.63
阿克苏地区,1977,466.24
阿克苏地区,1978,442.27
阿克苏地区,1979,457.57
阿克苏地区,1980,434.12
阿克苏地区,1981,399.92
阿克苏地区,1982,460.14
阿克苏地区,1983,456.72
阿克苏地区,1984,460.12
阿克苏地区,1985,415.21
阿克苏地区,1986,358.89
阿克苏地区,1987,461.26
阿克苏地区,1988,443.21
阿克苏地区,1989,404.35
阿克苏地区,1990,453.47
阿克苏地区,1991,418.19
阿克苏地区,1992,446.52
阿克苏地区,1993,415.46
阿克苏地区,1994,450.26
阿克苏地区,1995,454.73
阿克苏地区,1996,440.3
阿克苏地区,1997,472.92
阿克苏地区,1998,433.24
阿克苏地区,1999,418.08
阿克苏地区,2000,399.85
阿克苏地区,2001,407.39
阿克苏地区,2002,379.33
阿克苏地区,2003,441.33
阿克苏地区,2004,425.37
阿克苏地区,2005,430.15
阿克苏地区,2006,438.05
阿克苏地区,2007,410.08
阿克苏地区,2008,409.06
阿克苏地区,2009,469.35
阿克苏地区,2010,426.13
阿克苏地区,2011,466.99
阿克苏地区,2012,426.63
阿克苏地区,2013,442.83
阿克苏地区,2014,448.59
阿克苏地区,2015,413.94
阿克苏地区,2016,408.55
阿克苏地区,2017,429.08
阿克苏地区,2018,446.36
阿克苏地区,2019,375.3
阿克苏地区,2020,398.51
阿勒泰地区,1960,471.28
阿勒泰地区,1961,423.01
阿勒泰地区,1962,513.22
阿勒泰地区,1963,519.93
阿勒泰地区,1964,498.25
阿勒泰地区,1965,529.17
阿勒泰地区,1966,500.27
阿勒泰地区,1967,469.85
阿勒泰地区,1968,531.71
阿勒泰地区,1969,480.04
阿勒泰地区,1970,468.02
阿勒泰地区,1971,503.8
阿勒泰地区,1972,459.85
阿勒泰地区,1973,511.85
阿勒泰地区,1974,524.92
阿勒泰地区,1975,508.19
阿勒泰地区,1976,526.36
阿勒泰地区,1977,505.82
阿勒泰地区,1978,518.86
阿勒泰地区,1979,514.01
阿勒泰地区,1980,507.6
阿勒泰地区,1981,495.68
阿勒泰地区,1982,516.12
阿勒泰地区,1983,488.55
阿勒泰地区,1984,486.6
阿勒泰地区,1985,496.38
阿勒泰地区,1986,476.87
阿勒泰地区,1987,521.84
阿勒泰地区,1988,464.95
阿勒泰地区,1989,485.33
阿勒泰地区,1990,476.5
阿勒泰地区,1991,487.76
阿勒泰地区,1992,451.89
阿勒泰地区,1993,442.47
阿勒泰地区,1994,494.53
阿勒泰地区,1995,456.58
阿勒泰地区,1996,470.76
阿勒泰地区,1997,480.59
阿勒泰地区,1998,494.1
阿勒泰地区,1999,436.39
阿勒泰地区,2000,492.77
阿勒泰地区,2001,481.87
阿勒泰地区,2002,482.61
阿勒泰地区,2003,449.05
阿勒泰地区,2004,497.25
阿勒泰地区,2005,464.43
阿勒泰地区,2006,510.59
阿勒泰地区,2007,466.87
阿勒泰地区,2008,498.9
阿勒泰地区,2009,491.52
阿勒泰地区,2010,473.75
阿勒泰地区,2011,517.64
阿勒泰地区,2012,487.86
阿勒泰地区,2013,476.89
阿勒泰地区,2014,492.3
阿勒泰地区,2015,527.34
阿勒泰地区,2016,469.14
阿勒泰地区,2017,505.43
阿勒泰地区,2018,478.24
阿勒泰地区,2019,459.04
阿勒泰地区,2020,446.53
阿拉尔市,1960,452.98
阿拉尔市,1961,463.01
阿拉尔市,1962,420.65
阿拉尔市,1963,454.5
阿拉尔市,1964,402.74
阿拉尔市,1965,488.72
阿拉尔市,1966,463.72
阿拉尔市,1967,473.03
阿拉尔市,1968,444.26
阿拉尔市,1969,470.23
阿拉尔市,1970,470.44
阿拉尔市,1971,445.45
阿拉尔市,1972,437.65
阿拉尔市,1973,441.47
阿拉尔市,1974,430.57
阿拉尔市,1975,490.75
阿拉尔市,1976,471.19
阿拉尔市,1977,477.79
阿拉尔市,1978,439.36
阿拉尔市,1979,468.31
阿拉尔市,1980,440.14
阿拉尔市,1981,400.74
阿拉尔市,1982,460.1
阿拉尔市,1983,452.73
阿拉尔市,1984,437.83
阿拉尔市,1985,380.1
阿拉尔市,1986,354.42
阿拉尔市,1987,485.52
阿拉尔市,1988,453.94
阿拉尔市,1989,440.46
阿拉尔市,1990,455.56
阿拉尔市,1991,384.9
阿拉尔市,1992,427.05
阿拉尔市,1993,419.32
阿拉尔市,1994,444.63
阿拉尔市,1995,470.56
阿拉尔市,1996,484.88
阿拉尔市,1997,495.95
阿拉尔市,1998,444.24
阿拉尔市,1999,430.54
阿拉尔市,2000,418.24
阿拉尔市,2001,353.85
阿拉尔市,2002,359.56
阿拉尔市,2003,404.17
阿拉尔市,2004,412.12
阿拉尔市,2005,427.8
阿拉尔市,2006,428.97
阿拉尔市,2007,421.51
阿拉尔市,2008,449.03
阿拉尔市,2009,467.96
阿拉尔市,2010,462.58
阿拉尔市,2011,491.76
阿拉尔市,2012,396.04
阿拉尔市,2013,443.54
阿拉尔市,2014,464.35
阿拉尔市,2015,374.68
阿拉尔市,2016,407.76
阿拉尔市,2017,402.51
阿拉尔市,2018,449.21
阿拉尔市,2019,380.63
阿拉尔市,2020,404.88
